학습자료명,페이지 번호,키워드명,파일명,목차명,확장자명,출처명,홈페이지주소,작성일자,데이터기준일자,제공기관코드,제공기관명
우리나라의 인구정책,,우리나라의 인구정책;1960년대의 인구정책;1970년대 인구정책;1980년대 인구정책;1990년대 인구정책;2000년대 인구정책;저출산 문제와 관련된 신조어;중학교 사회 인구변화와,,,,,https://www.edunet.net/contsMvGllry/view/152/1971132,,2025-04-21,B550629,한국교육학술정보원
지구촌의 인구 시계,,지구촌의 인구 시계;인구를 예언한 맬더스;맬더스;인구예언;맬더스가 예언한 인구증가의 억제;맬더스적 딜레마;중학교 사회 인구변화와 인구문제;고등학교 한국지리 국토의 지속 가능한 발전,,,,,https://www.edunet.net/contsMvGllry/view/152/2014174,,2025-04-21,B550629,한국교육학술정보원
북한의 인구정책,,북한의 인구정책;북한과 우리나라의 인구정책 공통점;북한과 우리나라의 인구정책 차이점;북한의 인구 구성도;중학교 사회 인구변화와 인구문제;고등학교 한국지리 국토의 지속 가능한 발전;,,,,,https://www.edunet.net/contsMvGllry/view/152/2020242,,2025-04-21,B550629,한국교육학술정보원
탄소 제로를 꿈꾸는 독일 프라이부르크,,탄소 제로;독일 프라이부르크;탄소 제로 도시;신선한 공기를 끌어들이는 수로와 바람길;솔라시티;Solar City;그린홈;에너지 독립형 주택;바이오맥스 에너지;풍력;태양에너지;탄소 ,,,,,https://www.edunet.net/contsMvGllry/view/152/13867,,2025-04-21,B550629,한국교육학술정보원
장소를 팝니다,,"Sell the Place,  생활 공간, 장소 마케팅",,,,,https://www.edunet.net/contsMvGllry/view/152/31350,,2025-04-21,B550629,한국교육학술정보원
도시 내부의 다양한 모습,,"도시, 도시의 내부의 모습, 도심, 부도심, 중간 지역, 외곽 지역",,,,,https://www.edunet.net/contsMvGllry/view/152/78894,,2025-04-21,B550629,한국교육학술정보원
청소년기와 사회화,,"사회화, 청소년기",,,,,https://www.edunet.net/contsMvGllry/view/152/48273,,2025-04-21,B550629,한국교육학술정보원
사회 집단 간의 차별과 갈등,,"사회 집단, 차별, 갈등, 로힝야족",,,,,https://www.edunet.net/contsMvGllry/view/152/50110,,2025-04-21,B550629,한국교육학술정보원
변방 늙은이의 말(새옹지마),,"새옹지마, 고사성어, 인생, 낙관적, 태도",,,,,https://www.edunet.net/contsMvGllry/view/152/78952,,2025-04-21,B550629,한국교육학술정보원
선플달기 운동,,"선플, 악플, 범죄, 칭찬, 위로",,,,,https://www.edunet.net/contsMvGllry/view/152/1969338,,2025-04-21,B550629,한국교육학술정보원
믿음의 중요성(무신불립),,"무신불립, 고사성어, 신뢰, 믿음, 공자",,,,,https://www.edunet.net/contsMvGllry/view/152/1976114,,2025-04-21,B550629,한국교육학술정보원
역할 갈등,,"역할 갈등, 역할 갈등의 해결",,,,,https://www.edunet.net/contsMvGllry/view/152/1995759,,2025-04-21,B550629,한국교육학술정보원
퍼스널 스페이스,,"퍼스널 스페이스, 거리, 공간, 친구, 가족",,,,,https://www.edunet.net/contsMvGllry/view/152/2003332,,2025-04-21,B550629,한국교육학술정보원
고조선의 건국 과정,,"고조선, 고조선의 건국 과정, 건국 신화, 단군 신화",,,,,https://www.edunet.net/contsMvGllry/view/152/30703,,2025-04-21,B550629,한국교육학술정보원
세계 여러 문명 발상지의 공통점,,"문명, 문명의 발상지, 도시 국가의 형성, 문자의 사용",,,,,https://www.edunet.net/contsMvGllry/view/152/73410,,2025-04-21,B550629,한국교육학술정보원
삼국시대 한강 유역의 의미,,"한강 유역, 장미산성, 삼국시대 한강 유역",,,,,https://www.edunet.net/contsMvGllry/view/152/18814,,2025-04-21,B550629,한국교육학술정보원
고구려의 국제적 위상,,"고구려 전성기, 광개토대왕, 장수왕",,,,,https://www.edunet.net/contsMvGllry/view/152/64006,,2025-04-21,B550629,한국교육학술정보원
백제의 해외 진출,,"백제의 대외 교류, 백제 유물, 백제의 해외 진출",,,,,https://www.edunet.net/contsMvGllry/view/152/92014,,2025-04-21,B550629,한국교육학술정보원
발해가 우리 역사인 이유,,"발해, 정혜공주 무덤, 발해의 고구려 계승",,,,,https://www.edunet.net/contsMvGllry/view/152/1978809,,2025-04-21,B550629,한국교육학술정보원
삼국 통일을 완성한 문무왕,,"삼국통일, 문무왕, 나당 전쟁",,,,,https://www.edunet.net/contsMvGllry/view/152/2000797,,2025-04-21,B550629,한국교육학술정보원
"다양한 생물의 서식지, 순천만",,"순천만, 습지, 람사르 협약",,,,,https://www.edunet.net/contsMvGllry/view/152/288,,2025-04-21,B550629,한국교육학술정보원
"세계의 지붕, 히말라야 산맥",,"히말라야 산맥, 가장 높은 산, 히말라야 산맥의 생성",,,,,https://www.edunet.net/contsMvGllry/view/152/31932,,2025-04-21,B550629,한국교육학술정보원
장엄한 대자연의 역사를 간직한 그랜드캐니언,,"그랜드캐니언, 협곡, 침식 작용, 스카이 워크",,,,,https://www.edunet.net/contsMvGllry/view/152/65443,,2025-04-21,B550629,한국교육학술정보원
그리스 산토리니섬의 건물은 왜 하얀색일까,,"산토리니섬, 세계의 기후, 크레타 문명",,,,,https://www.edunet.net/contsMvGllry/view/152/73869,,2025-04-21,B550629,한국교육학술정보원
"거울처럼 맑은 석호, 경포호",,"경포호, 석호 형성 과정",,,,,https://www.edunet.net/contsMvGllry/view/152/83756,,2025-04-21,B550629,한국교육학술정보원
"고향을 잃고 떠도는 사람들, 난민",,"난민, 내전, 전쟁, 종교, 평화",,,,,https://www.edunet.net/contsMvGllry/view/152/10498,,2025-04-21,B550629,한국교육학술정보원
국제사법재판소와 국제법,,"국제사법재판소, 국제법",,,,,https://www.edunet.net/contsMvGllry/view/152/17117,,2025-04-21,B550629,한국교육학술정보원
야스쿠니 신사,,"신사참배, 일본, 야스쿠니 신사",,,,,https://www.edunet.net/contsMvGllry/view/152/18649,,2025-04-21,B550629,한국교육학술정보원
명절로 알아보는 세계의 문화,,"명절, 추석, 설잘, 추수감사절, 오봉",,,,,https://www.edunet.net/contsMvGllry/view/152/84231,,2025-04-21,B550629,한국교육학술정보원
"강대국의 두 얼굴, 파리 기후 변화 협약",,"파리 기후 변화 협약, 교토의정서, 지구 온난화",,,,,https://www.edunet.net/contsMvGllry/view/152/1984028,,2025-04-21,B550629,한국교육학술정보원
다문화 사회를 알아봅시다.,,"다문화, 결혼, 언어장벽, 인종, 종교",,,,,https://www.edunet.net/contsMvGllry/view/152/1996597,,2025-04-21,B550629,한국교육학술정보원
약탈문화재 반환(외규장각 의궤),,"문화재, 약탈, 조선왕실의궤, 규장각, 반환",,,,,https://www.edunet.net/contsMvGllry/view/152/2021771,,2025-04-21,B550629,한국교육학술정보원
독재에 대항한 4·19혁명 - 이승만 대통령,,"4.19혁명, 민주화 과정, 이승만",,,,,https://www.edunet.net/contsMvGllry/view/152/28546,,2025-04-21,B550629,한국교육학술정보원
대한민국의 빛과 그림자 - 박정희 대통령,,"박정희, 민주화 과정, 10월 유신, 독재 정치",,,,,https://www.edunet.net/contsMvGllry/view/152/97247,,2025-04-21,B550629,한국교육학술정보원
로봇세,,"로봇세, 4차 산업, 산업 혁명",,,,,https://www.edunet.net/contsMvGllry/view/152/2016077,,2025-04-21,B550629,한국교육학술정보원
경주역사유적지구,,"경주, 신라, 포석정, 석굴암, 불국사, 석가탑, 다보탑",,,,,https://www.edunet.net/contsMvGllry/view/152/26100,,2025-04-21,B550629,한국교육학술정보원
일본의 역사 교과서 왜곡,,"역사 왜곡, 식민지, 위안부 문제, 일본의 역사 왜곡",,,,,https://www.edunet.net/contsMvGllry/view/152/57805,,2025-04-21,B550629,한국교육학술정보원
6월은 호국 보훈의 달이래요.,,"호국보훈, 전쟁, 희생, 영웅, 현충일",,,,,https://www.edunet.net/contsMvGllry/view/152/60906,,2025-04-21,B550629,한국교육학술정보원
다양한 우리나라의 상징,,"국기, 태극기, 무궁화, 애국가, 상징",,,,,https://www.edunet.net/contsMvGllry/view/152/2016418,,2025-04-21,B550629,한국교육학술정보원
저발전 국가는 선진국이 될 수 있을까,,"남북문제, 근대화 이론, 종속 이론",,,,,https://www.edunet.net/contsMvGllry/view/152/2024432,,2025-04-21,B550629,한국교육학술정보원
경제 지표로 보는 우리나라 경제사,,"경제 지표, 경제 상황, 경제 성장률, 1인당 국민 총소득, 물가상승률, 실업률",,,,,https://www.edunet.net/contsMvGllry/view/152/21685,,2025-04-21,B550629,한국교육학술정보원
빅맥의 가격은 어디서나 똑같을까,,"환율, 빅맥 지수, 구매력 평가설",,,,,https://www.edunet.net/contsMvGllry/view/152/47528,,2025-04-21,B550629,한국교육학술정보원
일관성 있는 행동이 중요하다,,"동태적 비일관성, 정책",,,,,https://www.edunet.net/contsMvGllry/view/152/57429,,2025-04-21,B550629,한국교육학술정보원
산림 자원을 이용한 레저 활동,,"산림, 레저, 패러글라이딩, 등반, 휴양림",,,,,https://www.edunet.net/contsMvGllry/view/152/20762,,2025-04-21,B550629,한국교육학술정보원
플라스틱 섬,,"플라스틱, 일회용품, 환경, 쓰레기섬, 섬",,,,,https://www.edunet.net/contsMvGllry/view/152/21464,,2025-04-21,B550629,한국교육학술정보원
에너지가 부족해요.,,"물 자원, 에너지 절약, 물 스트레스, 물 발자국, 에너지",,,,,https://www.edunet.net/contsMvGllry/view/152/41612,,2025-04-21,B550629,한국교육학술정보원
쓰레기 섬의 비밀,,"쓰레기, 바다, 바다 쓰레기, 섬, 태평양",,,,,https://www.edunet.net/contsMvGllry/view/152/48829,,2025-04-21,B550629,한국교육학술정보원
"컴퓨터가 관리하는 농장, 스마트팜",,"농사, 농업, 인공지능, 스마트팜, 자동화",,,,,https://www.edunet.net/contsMvGllry/view/152/61387,,2025-04-21,B550629,한국교육학술정보원
저출산의 늪에서 탈출하려면,,"저출산, 인구 문제, 인구 절벽, 양성평등",,,,,https://www.edunet.net/contsMvGllry/view/152/68638,,2025-04-21,B550629,한국교육학술정보원
셰일가스의 가능성과 한계,,"로마클럽, 한계, 셰일 가스, 에너지원, 셰일혁명",,,,,https://www.edunet.net/contsMvGllry/view/152/82601,,2025-04-21,B550629,한국교육학술정보원
‘The Trash Isles’를 아시나요,,"쓰레기 섬, 환경 파괴, 생태계 파괴, 바다 오염",,,,,https://www.edunet.net/contsMvGllry/view/152/96878,,2025-04-21,B550629,한국교육학술정보원
플라스틱 사용을 줄이는 방법,,"플라스틱, 생태계 파괴, 환경 오염, 대체 물질, 생태계",,,,,https://www.edunet.net/contsMvGllry/view/152/100587,,2025-04-21,B550629,한국교육학술정보원
생물의 다양성과 생태계,,"생물의 다양성, 생태계, 다양성, 지속 가능, 생물",,,,,https://www.edunet.net/contsMvGllry/view/152/1966861,,2025-04-21,B550629,한국교육학술정보원
산림 자원의 가치,,"산림, 자원, 산, 나무, 먹이사슬",,,,,https://www.edunet.net/contsMvGllry/view/152/1977493,,2025-04-21,B550629,한국교육학술정보원
해양 생태계와 생물 다양성,,"생물 다양성, 해양, 바다, 생태계, 점박이물범, 독도 강치",,,,,https://www.edunet.net/contsMvGllry/view/152/1980750,,2025-04-21,B550629,한국교육학술정보원
도시농업에 대해 알아봅시다.,,"지구, 농업, 생태계, 녹색 일자리, 도시농업",,,,,https://www.edunet.net/contsMvGllry/view/152/1988972,,2025-04-21,B550629,한국교육학술정보원
해양의 특징,,"바다, 해양, 생태계, 해류, 조석",,,,,https://www.edunet.net/contsMvGllry/view/152/1989363,,2025-04-21,B550629,한국교육학술정보원
50년 뒤 우리나라는,,"인구 구조, 저출산, 고령화, 인구, 구조",,,,,https://www.edunet.net/contsMvGllry/view/152/1991039,,2025-04-21,B550629,한국교육학술정보원
기후변화와 농업의 미래,,"기후, 기후변화, 농업, 기후, 기온",,,,,https://www.edunet.net/contsMvGllry/view/152/2014715,,2025-04-21,B550629,한국교육학술정보원
은행의 기능,,"은행, 저축, 미래, 화폐, 공과금",,,,,https://www.edunet.net/contsMvGllry/view/152/8969,,2025-04-21,B550629,한국교육학술정보원
부가가치세란 무엇인가요,,"세금, 부가가치세, 지하철, 영수증, 부가세",,,,,https://www.edunet.net/contsMvGllry/view/152/46359,,2025-04-21,B550629,한국교육학술정보원
‘보이지 않는 손’은 최선의 사회를 만들어 줄까,,"보이지 않는 손, 용의자의 딜레마, 아담 스미스, 독과점, 무임승차",,,,,https://www.edunet.net/contsMvGllry/view/152/54838,,2025-04-21,B550629,한국교육학술정보원
연금이란 무엇인가요,,"연금, 노후, 퇴직, 사회보험, 고령화",,,,,https://www.edunet.net/contsMvGllry/view/152/75929,,2025-04-21,B550629,한국교육학술정보원
소비자의 책임과 권리,,"소비자, 권리, 책임, 경제, 소비",,,,,https://www.edunet.net/contsMvGllry/view/152/1968364,,2025-04-21,B550629,한국교육학술정보원
세금의 종류와 용도,,"세금, 국세, 소득세, 납세, 의무",,,,,https://www.edunet.net/contsMvGllry/view/152/1971873,,2025-04-21,B550629,한국교육학술정보원
미래를 대비하는 보험,,"보험, 사고, 손해, 미래, 대비",,,,,https://www.edunet.net/contsMvGllry/view/152/2004508,,2025-04-21,B550629,한국교육학술정보원
세계화를 둘러싼 다양한 견해,,세계화,,,,,https://www.edunet.net/contsMvGllry/view/152/17357,,2025-04-21,B550629,한국교육학술정보원
서로 다른 문화 간의 접촉,,"문화, 문화 전파, 문화 병존, 문화 동화, 문화 융합",,,,,https://www.edunet.net/contsMvGllry/view/152/32909,,2025-04-21,B550629,한국교육학술정보원
"크리스트교, 이슬람, 불교",,"종교, 크리스트교, 이슬람, 불교, 종교와 문화",,,,,https://www.edunet.net/contsMvGllry/view/152/34986,,2025-04-21,B550629,한국교육학술정보원
공정한 선거를 위한 제도,,"민주주의, 선거, 보통 선거, 평등 선거, 직접 선거, 비밀 선거, 매니페스토 운동",,,,,https://www.edunet.net/contsMvGllry/view/152/88207,,2025-04-21,B550629,한국교육학술정보원
정치 참여 방법,,"정치 참여, 정치 참여 필요성, 정치 참여 방법",,,,,https://www.edunet.net/contsMvGllry/view/152/100856,,2025-04-21,B550629,한국교육학술정보원
